target,history,test_year,test_fy,spec,model,n,train_n,ridge_alpha,MAE,RMSE,R2
maintenance_ratio_pct,long,2022,2022-23,fiscal_only,ridge,100,707,100.0,24.063651697814738,35.90444353830643,-0.030421403882370468
maintenance_ratio_pct,long,2022,2022-23,fiscal_only,tree,100,707,,21.751481050427486,32.96497335946111,0.1313917919322113
maintenance_ratio_pct,long,2022,2022-23,fiscal_plus_fire,ridge,100,707,100.0,24.06059233457198,35.89994357129772,-0.03016313101736734
maintenance_ratio_pct,long,2022,2022-23,fiscal_plus_fire,tree,100,707,,21.751481050427493,32.964973359461105,0.1313917919322115
maintenance_ratio_pct,long,2022,2022-23,fiscal_plus_disaster,ridge,100,707,100.0,23.969916189863902,35.73975244960167,-0.02099014677211053
maintenance_ratio_pct,long,2022,2022-23,fiscal_plus_disaster,tree,100,707,,21.751481050427493,32.96497335946112,0.1313917919322104
maintenance_ratio_pct,long,2023,2023-24,baseline,persistence,102,809,,21.504037985607628,30.610668515937295,0.1232556176205305
maintenance_ratio_pct,long,2023,2023-24,baseline,training_mean,102,809,,21.929500822354065,32.98051420934399,-0.017752571246323345
maintenance_ratio_pct,long,2023,2023-24,fiscal_only,ridge,102,809,100.0,20.65732579168355,30.143278252858746,0.1498250037330222
maintenance_ratio_pct,long,2023,2023-24,fiscal_only,tree,102,809,,21.4154389762342,31.696731788435685,0.059938356331573184
maintenance_ratio_pct,long,2023,2023-24,fiscal_plus_fire,ridge,102,809,100.0,20.657218389403088,30.140755575752713,0.14996729928800623
maintenance_ratio_pct,long,2023,2023-24,fiscal_plus_fire,tree,102,809,,21.41543897623421,31.69673178843568,0.059938356331573295
maintenance_ratio_pct,long,2023,2023-24,fiscal_plus_disaster,ridge,102,809,100.0,21.002418340639448,30.359372078810996,0.13759168978612657
maintenance_ratio_pct,long,2023,2023-24,fiscal_plus_disaster,tree,102,809,,21.415438976234206,31.69673178843568,0.05993835633157352
maintenance_ratio_pct,long,2024,2024-25,baseline,persistence,101,909,,23.758030008925815,41.06447277202228,-0.3636867559545294
maintenance_ratio_pct,long,2024,2024-25,baseline,training_mean,101,909,,23.390013294828076,35.218472928981114,-0.00305133951346348
maintenance_ratio_pct,long,2024,2024-25,fiscal_only,ridge,101,909,100.0,21.40334025424969,32.87366566542239,0.12606649844806928
maintenance_ratio_pct,long,2024,2024-25,fiscal_only,tree,101,909,,21.689282750853835,33.173679121133624,0.1100422298312862
maintenance_ratio_pct,long,2024,2024-25,fiscal_plus_fire,ridge,101,909,100.0,21.390985150014988,32.86261806720515,0.12665379187460268
maintenance_ratio_pct,long,2024,2024-25,fiscal_plus_fire,tree,101,909,,21.689282750853838,33.173679121133624,0.1100422298312862
maintenance_ratio_pct,long,2024,2024-25,fiscal_plus_disaster,ridge,101,909,100.0,21.265690930898337,33.180644847589164,0.10966844836388434
maintenance_ratio_pct,long,2024,2024-25,fiscal_plus_disaster,tree,101,909,,21.689282750853835,33.173679121133624,0.11004222983128642
maintenance_ratio_pct,short_2017_onward,2021,2021-22,baseline,persistence,102,101,,25.46149411155226,56.02947124231029,-3.2744928617290805
maintenance_ratio_pct,short_2017_onward,2021,2021-22,baseline,training_mean,102,101,,21.053031990746348,27.13611414413489,-0.0026442393405008424
maintenance_ratio_pct,short_2017_onward,2021,2021-22,fiscal_only,ridge,102,101,10.0,23.978511107596454,37.31696234933282,-0.8961125681380067
maintenance_ratio_pct,short_2017_onward,2021,2021-22,fiscal_only,tree,102,101,,19.67244337850753,26.460048402103016,0.046692923716222245
maintenance_ratio_pct,short_2017_onward,2021,2021-22,fiscal_plus_fire,ridge,102,101,10.0,23.980747130300596,37.33632445669201,-0.8980806950753513
maintenance_ratio_pct,short_2017_onward,2021,2021-22,fiscal_plus_fire,tree,102,101,,19.672443378507527,26.46004840210301,0.046692923716222356
maintenance_ratio_pct,short_2017_onward,2021,2021-22,fiscal_plus_disaster,ridge,102,101,10.0,23.978077418347475,36.91832782619357,-0.855818894356662
maintenance_ratio_pct,short_2017_onward,2021,2021-22,fiscal_plus_disaster,tree,102,101,,19.672443378507527,26.460048402103016,0.046692923716222245
maintenance_ratio_pct,short_2017_onward,2022,2022-23,baseline,persistence,100,201,,22.466911493613484,34.54520870675346,0.04611918859182518
maintenance_ratio_pct,short_2017_onward,2022,2022-23,baseline,training_mean,100,201,,24.128016904251016,35.78179839028488,-0.023393842363841122
maintenance_ratio_pct,short_2017_onward,2022,2022-23,fiscal_only,ridge,100,201,10.0,25.541321404959525,40.63693144074871,-0.3199585189524432
maintenance_ratio_pct,short_2017_onward,2022,2022-23,fiscal_only,tree,100,201,,23.107174569869,34.22638591219651,0.06364495138996473
maintenance_ratio_pct,short_2017_onward,2022,2022-23,fiscal_plus_fire,ridge,100,201,10.0,25.552362025818933,40.6700165848941,-0.3221087204568984
maintenance_ratio_pct,short_2017_onward,2022,2022-23,fiscal_plus_fire,tree,100,201,,23.107174569869006,34.22638591219651,0.06364495138996462
maintenance_ratio_pct,short_2017_onward,2022,2022-23,fiscal_plus_disaster,ridge,100,201,10.0,25.39748606124434,39.67700960267357,-0.25833517232914116
maintenance_ratio_pct,short_2017_onward,2022,2022-23,fiscal_plus_disaster,tree,100,201,,23.107174569869006,34.22638591219651,0.06364495138996462
maintenance_ratio_pct,short_2017_onward,2023,2023-24,baseline,persistence,102,303,,21.504037985607628,30.610668515937295,0.1232556176205305
maintenance_ratio_pct,short_2017_onward,2023,2023-24,baseline,training_mean,102,303,,22.03620207664688,32.90763920106227,-0.013259810244659498
maintenance_ratio_pct,short_2017_onward,2023,2023-24,fiscal_only,ridge,102,303,100.0,20.927367999436697,30.966245326524113,0.10276860136447319
maintenance_ratio_pct,short_2017_onward,2023,2023-24,fiscal_only,tree,102,303,,21.08123591385038,30.00798840398281,0.15743943291428897
maintenance_ratio_pct,short_2017_onward,2023,2023-24,fiscal_plus_fire,ridge,102,303,100.0,20.929457572199833,30.966946611502834,0.10272796214454183
maintenance_ratio_pct,short_2017_onward,2023,2023-24,fiscal_plus_fire,tree,102,303,,21.08123591385038,30.00798840398281,0.15743943291428897
maintenance_ratio_pct,short_2017_onward,2023,2023-24,fiscal_plus_disaster,ridge,102,303,100.0,21.139248590519138,31.173710391097817,0.09070593605459787
maintenance_ratio_pct,short_2017_onward,2023,2023-24,fiscal_plus_disaster,tree,102,303,,21.08123591385038,30.00798840398281,0.15743943291428886
maintenance_ratio_pct,short_2017_onward,2024,2024-25,baseline,persistence,101,403,,23.758030008925815,41.06447277202228,-0.3636867559545294
maintenance_ratio_pct,short_2017_onward,2024,2024-25,baseline,training_mean,101,403,,23.65558700415549,35.17193828373989,-0.00040240007194136673
maintenance_ratio_pct,short_2017_onward,2024,2024-25,fiscal_only,ridge,101,403,100.0,21.886728719961127,33.18094767131751,0.10965219703715501
maintenance_ratio_pct,short_2017_onward,2024,2024-25,fiscal_only,tree,101,403,,23.483260661899592,34.405620218680504,0.042715774741408086
maintenance_ratio_pct,short_2017_onward,2024,2024-25,fiscal_plus_fire,ridge,101,403,100.0,21.887564183342604,33.17544066426958,0.10994771269205028
maintenance_ratio_pct,short_2017_onward,2024,2024-25,fiscal_plus_fire,tree,101,403,,23.483260661899596,34.405620218680504,0.042715774741408086
maintenance_ratio_pct,short_2017_onward,2024,2024-25,fiscal_plus_disaster,ridge,101,403,100.0,21.66772942452855,33.36832338606185,0.09956806031157062
maintenance_ratio_pct,short_2017_onward,2024,2024-25,fiscal_plus_disaster,tree,101,403,,23.483260661899592,34.405620218680504,0.04271577474140831
