target,history,test_year,test_fy,spec,model,n,train_n,ridge_alpha,MAE,RMSE,R2
operating_ratio_pct,long,2018,2018-19,fiscal_plus_fire,tree,103,307,,10.550937058335492,13.564594567550072,-1.040310110863159
operating_ratio_pct,long,2018,2018-19,fiscal_plus_disaster,ridge,103,307,0.1,10.211703183053004,12.686275907004642,-0.784640938653663
operating_ratio_pct,long,2018,2018-19,fiscal_plus_disaster,tree,103,307,,10.550937058335492,13.564594567550072,-1.040310110863159
operating_ratio_pct,long,2019,2019-20,baseline,persistence,102,409,,6.7244117647058825,8.633258705862632,0.019331243385392605
operating_ratio_pct,long,2019,2019-20,baseline,training_mean,102,409,,7.055046742413346,9.574963063616627,-0.20627698912298076
operating_ratio_pct,long,2019,2019-20,fiscal_only,ridge,102,409,100.0,8.226773469919044,10.297537691338533,-0.3952100926757012
operating_ratio_pct,long,2019,2019-20,fiscal_only,tree,102,409,,8.165285973809992,10.387814665112275,-0.4197805219528066
operating_ratio_pct,long,2019,2019-20,fiscal_plus_fire,ridge,102,409,10.0,8.367307391792684,10.459059963014289,-0.4393225660991087
operating_ratio_pct,long,2019,2019-20,fiscal_plus_fire,tree,102,409,,8.165285973809992,10.387814665112275,-0.4197805219528066
operating_ratio_pct,long,2019,2019-20,fiscal_plus_disaster,ridge,102,409,10.0,6.987619051863734,9.173962250297576,-0.10735463084829955
operating_ratio_pct,long,2019,2019-20,fiscal_plus_disaster,tree,102,409,,8.165285973809992,10.387814665112277,-0.419780521952807
