target,history,test_year,spec,feature,training_missing,test_missing,training_median,value_withheld_all_training_missing,missing_indicator_retained
operating_ratio_pct,short_2017_onward,2023,fiscal_plus_disaster,operating_ratio_pct__prior,0,0,2.61,False,True
operating_ratio_pct,short_2017_onward,2023,fiscal_plus_disaster,cash_cover_months__prior,0,0,11.61,False,True
operating_ratio_pct,short_2017_onward,2023,fiscal_plus_disaster,current_ratio__prior,0,0,3.39,False,True
operating_ratio_pct,short_2017_onward,2023,fiscal_plus_disaster,own_source_pct__prior,0,0,65.41,False,True
operating_ratio_pct,short_2017_onward,2023,fiscal_plus_disaster,debt_service_cover__prior,17,3,7.295,False,True
operating_ratio_pct,short_2017_onward,2023,fiscal_plus_disaster,maintenance_ratio_pct__prior,2,1,100.0,False,True
operating_ratio_pct,short_2017_onward,2023,fiscal_plus_disaster,population__prior,0,0,23399.0,False,True
operating_ratio_pct,short_2017_onward,2023,fiscal_plus_disaster,road_km__prior,0,0,1170.5100000000002,False,True
operating_ratio_pct,short_2017_onward,2023,fiscal_plus_disaster,fesm_burned_ha__event,0,0,0.0,False,True
cash_cover_months,long,2017,fiscal_only,operating_ratio_pct__prior,0,0,-6.84,False,True
cash_cover_months,long,2017,fiscal_only,cash_cover_months__prior,0,0,9.3401,False,True
cash_cover_months,long,2017,fiscal_only,current_ratio__prior,0,0,3.0162,False,True
cash_cover_months,long,2017,fiscal_only,own_source_pct__prior,0,0,71.37,False,True
cash_cover_months,long,2017,fiscal_only,debt_service_cover__prior,7,5,4.12535,False,True
cash_cover_months,long,2017,fiscal_only,maintenance_ratio_pct__prior,0,1,94.69268095430652,False,True
cash_cover_months,long,2017,fiscal_only,population__prior,0,0,22749.0,False,True
cash_cover_months,long,2017,fiscal_only,road_km__prior,103,102,,True,True
cash_cover_months,long,2017,fiscal_plus_fire,operating_ratio_pct__prior,0,0,-6.84,False,True
cash_cover_months,long,2017,fiscal_plus_fire,cash_cover_months__prior,0,0,9.3401,False,True
cash_cover_months,long,2017,fiscal_plus_fire,current_ratio__prior,0,0,3.0162,False,True
cash_cover_months,long,2017,fiscal_plus_fire,own_source_pct__prior,0,0,71.37,False,True
cash_cover_months,long,2017,fiscal_plus_fire,debt_service_cover__prior,7,5,4.12535,False,True
cash_cover_months,long,2017,fiscal_plus_fire,maintenance_ratio_pct__prior,0,1,94.69268095430652,False,True
cash_cover_months,long,2017,fiscal_plus_fire,population__prior,0,0,22749.0,False,True
cash_cover_months,long,2017,fiscal_plus_fire,road_km__prior,103,102,,True,True
cash_cover_months,long,2017,fiscal_plus_fire,fesm_burned_ha__event,0,0,0.0,False,True
cash_cover_months,long,2017,fiscal_plus_disaster,operating_ratio_pct__prior,0,0,-6.84,False,True
cash_cover_months,long,2017,fiscal_plus_disaster,cash_cover_months__prior,0,0,9.3401,False,True
cash_cover_months,long,2017,fiscal_plus_disaster,current_ratio__prior,0,0,3.0162,False,True
cash_cover_months,long,2017,fiscal_plus_disaster,own_source_pct__prior,0,0,71.37,False,True
cash_cover_months,long,2017,fiscal_plus_disaster,debt_service_cover__prior,7,5,4.12535,False,True
cash_cover_months,long,2017,fiscal_plus_disaster,maintenance_ratio_pct__prior,0,1,94.69268095430652,False,True
cash_cover_months,long,2017,fiscal_plus_disaster,population__prior,0,0,22749.0,False,True
cash_cover_months,long,2017,fiscal_plus_disaster,road_km__prior,103,102,,True,True
cash_cover_months,long,2017,fiscal_plus_disaster,fesm_burned_ha__event,0,0,0.0,False,True
cash_cover_months,long,2018,fiscal_only,operating_ratio_pct__prior,0,0,-3.09,False,True
cash_cover_months,long,2018,fiscal_only,cash_cover_months__prior,0,0,10.0228,False,True
cash_cover_months,long,2018,fiscal_only,current_ratio__prior,0,0,3.1064,False,True
cash_cover_months,long,2018,fiscal_only,own_source_pct__prior,0,0,69.1,False,True
cash_cover_months,long,2018,fiscal_only,debt_service_cover__prior,13,5,4.8817,False,True
cash_cover_months,long,2018,fiscal_only,maintenance_ratio_pct__prior,0,0,95.90090892888968,False,True
cash_cover_months,long,2018,fiscal_only,population__prior,0,0,22983.0,False,True
cash_cover_months,long,2018,fiscal_only,road_km__prior,205,0,,True,True
cash_cover_months,long,2018,fiscal_plus_fire,operating_ratio_pct__prior,0,0,-3.09,False,True
cash_cover_months,long,2018,fiscal_plus_fire,cash_cover_months__prior,0,0,10.0228,False,True
cash_cover_months,long,2018,fiscal_plus_fire,current_ratio__prior,0,0,3.1064,False,True
cash_cover_months,long,2018,fiscal_plus_fire,own_source_pct__prior,0,0,69.1,False,True
cash_cover_months,long,2018,fiscal_plus_fire,debt_service_cover__prior,13,5,4.8817,False,True
cash_cover_months,long,2018,fiscal_plus_fire,maintenance_ratio_pct__prior,0,0,95.90090892888968,False,True
cash_cover_months,long,2018,fiscal_plus_fire,population__prior,0,0,22983.0,False,True
cash_cover_months,long,2018,fiscal_plus_fire,road_km__prior,205,0,,True,True
cash_cover_months,long,2018,fiscal_plus_fire,fesm_burned_ha__event,0,0,0.0,False,True
cash_cover_months,long,2018,fiscal_plus_disaster,operating_ratio_pct__prior,0,0,-3.09,False,True
cash_cover_months,long,2018,fiscal_plus_disaster,cash_cover_months__prior,0,0,10.0228,False,True
cash_cover_months,long,2018,fiscal_plus_disaster,current_ratio__prior,0,0,3.1064,False,True
cash_cover_months,long,2018,fiscal_plus_disaster,own_source_pct__prior,0,0,69.1,False,True
cash_cover_months,long,2018,fiscal_plus_disaster,debt_service_cover__prior,13,5,4.8817,False,True
cash_cover_months,long,2018,fiscal_plus_disaster,maintenance_ratio_pct__prior,0,0,95.90090892888968,False,True
cash_cover_months,long,2018,fiscal_plus_disaster,population__prior,0,0,22983.0,False,True
cash_cover_months,long,2018,fiscal_plus_disaster,road_km__prior,205,0,,True,True
cash_cover_months,long,2018,fiscal_plus_disaster,fesm_burned_ha__event,0,0,0.0,False,True
cash_cover_months,long,2019,fiscal_only,operating_ratio_pct__prior,0,0,-0.41,False,True
cash_cover_months,long,2019,fiscal_only,cash_cover_months__prior,0,0,10.08,False,True
cash_cover_months,long,2019,fiscal_only,current_ratio__prior,0,0,3.23,False,True
cash_cover_months,long,2019,fiscal_only,own_source_pct__prior,0,0,68.29,False,True
cash_cover_months,long,2019,fiscal_only,debt_service_cover__prior,18,6,5.2506,False,True
cash_cover_months,long,2019,fiscal_only,maintenance_ratio_pct__prior,1,1,98.02911818876541,False,True
cash_cover_months,long,2019,fiscal_only,population__prior,0,0,22983.0,False,True
cash_cover_months,long,2019,fiscal_only,road_km__prior,307,0,,True,True
cash_cover_months,long,2019,fiscal_plus_fire,operating_ratio_pct__prior,0,0,-0.41,False,True
cash_cover_months,long,2019,fiscal_plus_fire,cash_cover_months__prior,0,0,10.08,False,True
cash_cover_months,long,2019,fiscal_plus_fire,current_ratio__prior,0,0,3.23,False,True
cash_cover_months,long,2019,fiscal_plus_fire,own_source_pct__prior,0,0,68.29,False,True
cash_cover_months,long,2019,fiscal_plus_fire,debt_service_cover__prior,18,6,5.2506,False,True
cash_cover_months,long,2019,fiscal_plus_fire,maintenance_ratio_pct__prior,1,1,98.02911818876541,False,True
cash_cover_months,long,2019,fiscal_plus_fire,population__prior,0,0,22983.0,False,True
cash_cover_months,long,2019,fiscal_plus_fire,road_km__prior,307,0,,True,True
cash_cover_months,long,2019,fiscal_plus_fire,fesm_burned_ha__event,0,0,0.0,False,True
cash_cover_months,long,2019,fiscal_plus_disaster,operating_ratio_pct__prior,0,0,-0.41,False,True
cash_cover_months,long,2019,fiscal_plus_disaster,cash_cover_months__prior,0,0,10.08,False,True
cash_cover_months,long,2019,fiscal_plus_disaster,current_ratio__prior,0,0,3.23,False,True
cash_cover_months,long,2019,fiscal_plus_disaster,own_source_pct__prior,0,0,68.29,False,True
cash_cover_months,long,2019,fiscal_plus_disaster,debt_service_cover__prior,18,6,5.2506,False,True
cash_cover_months,long,2019,fiscal_plus_disaster,maintenance_ratio_pct__prior,1,1,98.02911818876541,False,True
cash_cover_months,long,2019,fiscal_plus_disaster,population__prior,0,0,22983.0,False,True
cash_cover_months,long,2019,fiscal_plus_disaster,road_km__prior,307,0,,True,True
cash_cover_months,long,2019,fiscal_plus_disaster,fesm_burned_ha__event,0,0,0.0,False,True
cash_cover_months,long,2020,fiscal_only,operating_ratio_pct__prior,0,0,1.95,False,True
cash_cover_months,long,2020,fiscal_only,cash_cover_months__prior,0,0,10.395699999999998,False,True
cash_cover_months,long,2020,fiscal_only,current_ratio__prior,0,0,3.2837,False,True
cash_cover_months,long,2020,fiscal_only,own_source_pct__prior,0,0,67.33500000000001,False,True
cash_cover_months,long,2020,fiscal_only,debt_service_cover__prior,23,7,6.0059,False,True
cash_cover_months,long,2020,fiscal_only,maintenance_ratio_pct__prior,1,1,99.29503500954806,False,True
cash_cover_months,long,2020,fiscal_only,population__prior,0,0,23073.5,False,True
cash_cover_months,long,2020,fiscal_only,road_km__prior,307,0,1090.53,False,True
cash_cover_months,long,2020,fiscal_plus_fire,operating_ratio_pct__prior,0,0,1.95,False,True
cash_cover_months,long,2020,fiscal_plus_fire,cash_cover_months__prior,0,0,10.395699999999998,False,True
cash_cover_months,long,2020,fiscal_plus_fire,current_ratio__prior,0,0,3.2837,False,True
cash_cover_months,long,2020,fiscal_plus_fire,own_source_pct__prior,0,0,67.33500000000001,False,True
cash_cover_months,long,2020,fiscal_plus_fire,debt_service_cover__prior,23,7,6.0059,False,True
cash_cover_months,long,2020,fiscal_plus_fire,maintenance_ratio_pct__prior,1,1,99.29503500954806,False,True
cash_cover_months,long,2020,fiscal_plus_fire,population__prior,0,0,23073.5,False,True
cash_cover_months,long,2020,fiscal_plus_fire,road_km__prior,307,0,1090.53,False,True
cash_cover_months,long,2020,fiscal_plus_fire,fesm_burned_ha__event,0,0,0.0,False,True
cash_cover_months,long,2020,fiscal_plus_disaster,operating_ratio_pct__prior,0,0,1.95,False,True
cash_cover_months,long,2020,fiscal_plus_disaster,cash_cover_months__prior,0,0,10.395699999999998,False,True
cash_cover_months,long,2020,fiscal_plus_disaster,current_ratio__prior,0,0,3.2837,False,True
cash_cover_months,long,2020,fiscal_plus_disaster,own_source_pct__prior,0,0,67.33500000000001,False,True
cash_cover_months,long,2020,fiscal_plus_disaster,debt_service_cover__prior,23,7,6.0059,False,True
cash_cover_months,long,2020,fiscal_plus_disaster,maintenance_ratio_pct__prior,1,1,99.29503500954806,False,True
cash_cover_months,long,2020,fiscal_plus_disaster,population__prior,0,0,23073.5,False,True
cash_cover_months,long,2020,fiscal_plus_disaster,road_km__prior,307,0,1090.53,False,True
cash_cover_months,long,2020,fiscal_plus_disaster,fesm_burned_ha__event,0,0,0.0,False,True
cash_cover_months,long,2021,fiscal_only,operating_ratio_pct__prior,0,0,2.59,False,True
cash_cover_months,long,2021,fiscal_only,cash_cover_months__prior,0,0,10.59,False,True
cash_cover_months,long,2021,fiscal_only,current_ratio__prior,0,0,3.3,False,True
cash_cover_months,long,2021,fiscal_only,own_source_pct__prior,0,0,67.24000000000001,False,True
cash_cover_months,long,2021,fiscal_only,debt_service_cover__prior,29,4,6.44,False,True
cash_cover_months,long,2021,fiscal_only,maintenance_ratio_pct__prior,2,0,99.29093137850747,False,True
cash_cover_months,long,2021,fiscal_only,population__prior,0,0,23073.5,False,True
cash_cover_months,long,2021,fiscal_only,road_km__prior,307,0,1161.2856399999998,False,True
cash_cover_months,long,2021,fiscal_plus_fire,operating_ratio_pct__prior,0,0,2.59,False,True
cash_cover_months,long,2021,fiscal_plus_fire,cash_cover_months__prior,0,0,10.59,False,True
cash_cover_months,long,2021,fiscal_plus_fire,current_ratio__prior,0,0,3.3,False,True
cash_cover_months,long,2021,fiscal_plus_fire,own_source_pct__prior,0,0,67.24000000000001,False,True
cash_cover_months,long,2021,fiscal_plus_fire,debt_service_cover__prior,29,4,6.44,False,True
cash_cover_months,long,2021,fiscal_plus_fire,maintenance_ratio_pct__prior,2,0,99.29093137850747,False,True
cash_cover_months,long,2021,fiscal_plus_fire,population__prior,0,0,23073.5,False,True
cash_cover_months,long,2021,fiscal_plus_fire,road_km__prior,307,0,1161.2856399999998,False,True
cash_cover_months,long,2021,fiscal_plus_fire,fesm_burned_ha__event,0,0,0.0,False,True
cash_cover_months,long,2021,fiscal_plus_disaster,operating_ratio_pct__prior,0,0,2.59,False,True
cash_cover_months,long,2021,fiscal_plus_disaster,cash_cover_months__prior,0,0,10.59,False,True
cash_cover_months,long,2021,fiscal_plus_disaster,current_ratio__prior,0,0,3.3,False,True
cash_cover_months,long,2021,fiscal_plus_disaster,own_source_pct__prior,0,0,67.24000000000001,False,True
cash_cover_months,long,2021,fiscal_plus_disaster,debt_service_cover__prior,29,4,6.44,False,True
cash_cover_months,long,2021,fiscal_plus_disaster,maintenance_ratio_pct__prior,2,0,99.29093137850747,False,True
cash_cover_months,long,2021,fiscal_plus_disaster,population__prior,0,0,23073.5,False,True
cash_cover_months,long,2021,fiscal_plus_disaster,road_km__prior,307,0,1161.2856399999998,False,True
cash_cover_months,long,2021,fiscal_plus_disaster,fesm_burned_ha__event,0,0,0.0,False,True
cash_cover_months,long,2022,fiscal_only,operating_ratio_pct__prior,0,0,2.605,False,True
cash_cover_months,long,2022,fiscal_only,cash_cover_months__prior,0,0,10.782,False,True
cash_cover_months,long,2022,fiscal_only,current_ratio__prior,0,0,3.3455500000000002,False,True
cash_cover_months,long,2022,fiscal_only,own_source_pct__prior,0,0,67.19,False,True
cash_cover_months,long,2022,fiscal_only,debt_service_cover__prior,36,3,6.525,False,True
cash_cover_months,long,2022,fiscal_only,maintenance_ratio_pct__prior,3,1,99.57607159679698,False,True
cash_cover_months,long,2022,fiscal_only,population__prior,0,0,23172.5,False,True
cash_cover_months,long,2022,fiscal_only,road_km__prior,307,0,1165.86,False,True
cash_cover_months,long,2022,fiscal_plus_fire,operating_ratio_pct__prior,0,0,2.605,False,True
cash_cover_months,long,2022,fiscal_plus_fire,cash_cover_months__prior,0,0,10.782,False,True
cash_cover_months,long,2022,fiscal_plus_fire,current_ratio__prior,0,0,3.3455500000000002,False,True
cash_cover_months,long,2022,fiscal_plus_fire,own_source_pct__prior,0,0,67.19,False,True
cash_cover_months,long,2022,fiscal_plus_fire,debt_service_cover__prior,36,3,6.525,False,True
cash_cover_months,long,2022,fiscal_plus_fire,maintenance_ratio_pct__prior,3,1,99.57607159679698,False,True
cash_cover_months,long,2022,fiscal_plus_fire,population__prior,0,0,23172.5,False,True
cash_cover_months,long,2022,fiscal_plus_fire,road_km__prior,307,0,1165.86,False,True
cash_cover_months,long,2022,fiscal_plus_fire,fesm_burned_ha__event,0,0,0.0,False,True
cash_cover_months,long,2022,fiscal_plus_disaster,operating_ratio_pct__prior,0,0,2.605,False,True
cash_cover_months,long,2022,fiscal_plus_disaster,cash_cover_months__prior,0,0,10.782,False,True
cash_cover_months,long,2022,fiscal_plus_disaster,current_ratio__prior,0,0,3.3455500000000002,False,True
cash_cover_months,long,2022,fiscal_plus_disaster,own_source_pct__prior,0,0,67.19,False,True
cash_cover_months,long,2022,fiscal_plus_disaster,debt_service_cover__prior,36,3,6.525,False,True
cash_cover_months,long,2022,fiscal_plus_disaster,maintenance_ratio_pct__prior,3,1,99.57607159679698,False,True
cash_cover_months,long,2022,fiscal_plus_disaster,population__prior,0,0,23172.5,False,True
cash_cover_months,long,2022,fiscal_plus_disaster,road_km__prior,307,0,1165.86,False,True
cash_cover_months,long,2022,fiscal_plus_disaster,fesm_burned_ha__event,0,0,0.0,False,True
cash_cover_months,long,2023,fiscal_only,operating_ratio_pct__prior,0,0,2.31,False,True
cash_cover_months,long,2023,fiscal_only,cash_cover_months__prior,0,0,10.8,False,True
cash_cover_months,long,2023,fiscal_only,current_ratio__prior,0,0,3.3001,False,True
cash_cover_months,long,2023,fiscal_only,own_source_pct__prior,0,0,66.71,False,True
cash_cover_months,long,2023,fiscal_only,debt_service_cover__prior,40,3,6.58,False,True
cash_cover_months,long,2023,fiscal_only,maintenance_ratio_pct__prior,3,1,99.92224579042039,False,True
cash_cover_months,long,2023,fiscal_only,population__prior,0,0,23317.0,False,True
cash_cover_months,long,2023,fiscal_only,road_km__prior,307,0,1167.185,False,True
cash_cover_months,long,2023,fiscal_plus_fire,operating_ratio_pct__prior,0,0,2.31,False,True
cash_cover_months,long,2023,fiscal_plus_fire,cash_cover_months__prior,0,0,10.8,False,True
cash_cover_months,long,2023,fiscal_plus_fire,current_ratio__prior,0,0,3.3001,False,True
cash_cover_months,long,2023,fiscal_plus_fire,own_source_pct__prior,0,0,66.71,False,True
cash_cover_months,long,2023,fiscal_plus_fire,debt_service_cover__prior,40,3,6.58,False,True
cash_cover_months,long,2023,fiscal_plus_fire,maintenance_ratio_pct__prior,3,1,99.92224579042039,False,True
cash_cover_months,long,2023,fiscal_plus_fire,population__prior,0,0,23317.0,False,True
cash_cover_months,long,2023,fiscal_plus_fire,road_km__prior,307,0,1167.185,False,True
cash_cover_months,long,2023,fiscal_plus_fire,fesm_burned_ha__event,0,0,0.0,False,True
cash_cover_months,long,2023,fiscal_plus_disaster,operating_ratio_pct__prior,0,0,2.31,False,True
cash_cover_months,long,2023,fiscal_plus_disaster,cash_cover_months__prior,0,0,10.8,False,True
cash_cover_months,long,2023,fiscal_plus_disaster,current_ratio__prior,0,0,3.3001,False,True
cash_cover_months,long,2023,fiscal_plus_disaster,own_source_pct__prior,0,0,66.71,False,True
cash_cover_months,long,2023,fiscal_plus_disaster,debt_service_cover__prior,40,3,6.58,False,True
cash_cover_months,long,2023,fiscal_plus_disaster,maintenance_ratio_pct__prior,3,1,99.92224579042039,False,True
cash_cover_months,long,2023,fiscal_plus_disaster,population__prior,0,0,23317.0,False,True
cash_cover_months,long,2023,fiscal_plus_disaster,road_km__prior,307,0,1167.185,False,True
cash_cover_months,long,2023,fiscal_plus_disaster,fesm_burned_ha__event,0,0,0.0,False,True
cash_cover_months,short_2017_onward,2021,fiscal_only,operating_ratio_pct__prior,0,0,4.800000000000001,False,True
cash_cover_months,short_2017_onward,2021,fiscal_only,cash_cover_months__prior,0,0,11.64,False,True
cash_cover_months,short_2017_onward,2021,fiscal_only,current_ratio__prior,0,0,3.5300000000000002,False,True
cash_cover_months,short_2017_onward,2021,fiscal_only,own_source_pct__prior,0,0,64.535,False,True
cash_cover_months,short_2017_onward,2021,fiscal_only,debt_service_cover__prior,6,4,7.83,False,True
cash_cover_months,short_2017_onward,2021,fiscal_only,maintenance_ratio_pct__prior,1,0,99.28682774746687,False,True
cash_cover_months,short_2017_onward,2021,fiscal_only,population__prior,0,0,22883.5,False,True
cash_cover_months,short_2017_onward,2021,fiscal_only,road_km__prior,0,0,1166.42,False,True
cash_cover_months,short_2017_onward,2021,fiscal_plus_fire,operating_ratio_pct__prior,0,0,4.800000000000001,False,True
cash_cover_months,short_2017_onward,2021,fiscal_plus_fire,cash_cover_months__prior,0,0,11.64,False,True
cash_cover_months,short_2017_onward,2021,fiscal_plus_fire,current_ratio__prior,0,0,3.5300000000000002,False,True
cash_cover_months,short_2017_onward,2021,fiscal_plus_fire,own_source_pct__prior,0,0,64.535,False,True
cash_cover_months,short_2017_onward,2021,fiscal_plus_fire,debt_service_cover__prior,6,4,7.83,False,True
cash_cover_months,short_2017_onward,2021,fiscal_plus_fire,maintenance_ratio_pct__prior,1,0,99.28682774746687,False,True
cash_cover_months,short_2017_onward,2021,fiscal_plus_fire,population__prior,0,0,22883.5,False,True
cash_cover_months,short_2017_onward,2021,fiscal_plus_fire,road_km__prior,0,0,1166.42,False,True
cash_cover_months,short_2017_onward,2021,fiscal_plus_fire,fesm_burned_ha__event,0,0,0.0,False,True
cash_cover_months,short_2017_onward,2021,fiscal_plus_disaster,operating_ratio_pct__prior,0,0,4.800000000000001,False,True
cash_cover_months,short_2017_onward,2021,fiscal_plus_disaster,cash_cover_months__prior,0,0,11.64,False,True
cash_cover_months,short_2017_onward,2021,fiscal_plus_disaster,current_ratio__prior,0,0,3.5300000000000002,False,True
cash_cover_months,short_2017_onward,2021,fiscal_plus_disaster,own_source_pct__prior,0,0,64.535,False,True
cash_cover_months,short_2017_onward,2021,fiscal_plus_disaster,debt_service_cover__prior,6,4,7.83,False,True
cash_cover_months,short_2017_onward,2021,fiscal_plus_disaster,maintenance_ratio_pct__prior,1,0,99.28682774746687,False,True
cash_cover_months,short_2017_onward,2021,fiscal_plus_disaster,population__prior,0,0,22883.5,False,True
cash_cover_months,short_2017_onward,2021,fiscal_plus_disaster,road_km__prior,0,0,1166.42,False,True
cash_cover_months,short_2017_onward,2021,fiscal_plus_disaster,fesm_burned_ha__event,0,0,0.0,False,True
cash_cover_months,short_2017_onward,2022,fiscal_only,operating_ratio_pct__prior,0,0,3.58,False,True
cash_cover_months,short_2017_onward,2022,fiscal_only,cash_cover_months__prior,0,0,11.805,False,True
cash_cover_months,short_2017_onward,2022,fiscal_only,current_ratio__prior,0,0,3.435,False,True
cash_cover_months,short_2017_onward,2022,fiscal_only,own_source_pct__prior,0,0,65.985,False,True
cash_cover_months,short_2017_onward,2022,fiscal_only,debt_service_cover__prior,13,3,7.32,False,True
cash_cover_months,short_2017_onward,2022,fiscal_only,maintenance_ratio_pct__prior,2,1,100.0,False,True
cash_cover_months,short_2017_onward,2022,fiscal_only,population__prior,0,0,23358.0,False,True
cash_cover_months,short_2017_onward,2022,fiscal_only,road_km__prior,0,0,1168.7450000000001,False,True
cash_cover_months,short_2017_onward,2022,fiscal_plus_fire,operating_ratio_pct__prior,0,0,3.58,False,True
cash_cover_months,short_2017_onward,2022,fiscal_plus_fire,cash_cover_months__prior,0,0,11.805,False,True
cash_cover_months,short_2017_onward,2022,fiscal_plus_fire,current_ratio__prior,0,0,3.435,False,True
cash_cover_months,short_2017_onward,2022,fiscal_plus_fire,own_source_pct__prior,0,0,65.985,False,True
cash_cover_months,short_2017_onward,2022,fiscal_plus_fire,debt_service_cover__prior,13,3,7.32,False,True
cash_cover_months,short_2017_onward,2022,fiscal_plus_fire,maintenance_ratio_pct__prior,2,1,100.0,False,True
cash_cover_months,short_2017_onward,2022,fiscal_plus_fire,population__prior,0,0,23358.0,False,True
cash_cover_months,short_2017_onward,2022,fiscal_plus_fire,road_km__prior,0,0,1168.7450000000001,False,True
cash_cover_months,short_2017_onward,2022,fiscal_plus_fire,fesm_burned_ha__event,0,0,0.0,False,True
cash_cover_months,short_2017_onward,2022,fiscal_plus_disaster,operating_ratio_pct__prior,0,0,3.58,False,True
cash_cover_months,short_2017_onward,2022,fiscal_plus_disaster,cash_cover_months__prior,0,0,11.805,False,True
cash_cover_months,short_2017_onward,2022,fiscal_plus_disaster,current_ratio__prior,0,0,3.435,False,True
cash_cover_months,short_2017_onward,2022,fiscal_plus_disaster,own_source_pct__prior,0,0,65.985,False,True
cash_cover_months,short_2017_onward,2022,fiscal_plus_disaster,debt_service_cover__prior,13,3,7.32,False,True
cash_cover_months,short_2017_onward,2022,fiscal_plus_disaster,maintenance_ratio_pct__prior,2,1,100.0,False,True
cash_cover_months,short_2017_onward,2022,fiscal_plus_disaster,population__prior,0,0,23358.0,False,True
cash_cover_months,short_2017_onward,2022,fiscal_plus_disaster,road_km__prior,0,0,1168.7450000000001,False,True
cash_cover_months,short_2017_onward,2022,fiscal_plus_disaster,fesm_burned_ha__event,0,0,0.0,False,True
cash_cover_months,short_2017_onward,2023,fiscal_only,operating_ratio_pct__prior,0,0,2.61,False,True
cash_cover_months,short_2017_onward,2023,fiscal_only,cash_cover_months__prior,0,0,11.61,False,True
cash_cover_months,short_2017_onward,2023,fiscal_only,current_ratio__prior,0,0,3.39,False,True
cash_cover_months,short_2017_onward,2023,fiscal_only,own_source_pct__prior,0,0,65.41,False,True
cash_cover_months,short_2017_onward,2023,fiscal_only,debt_service_cover__prior,17,3,7.295,False,True
cash_cover_months,short_2017_onward,2023,fiscal_only,maintenance_ratio_pct__prior,2,1,100.0,False,True
cash_cover_months,short_2017_onward,2023,fiscal_only,population__prior,0,0,23399.0,False,True
cash_cover_months,short_2017_onward,2023,fiscal_only,road_km__prior,0,0,1170.5100000000002,False,True
cash_cover_months,short_2017_onward,2023,fiscal_plus_fire,operating_ratio_pct__prior,0,0,2.61,False,True
cash_cover_months,short_2017_onward,2023,fiscal_plus_fire,cash_cover_months__prior,0,0,11.61,False,True
cash_cover_months,short_2017_onward,2023,fiscal_plus_fire,current_ratio__prior,0,0,3.39,False,True
cash_cover_months,short_2017_onward,2023,fiscal_plus_fire,own_source_pct__prior,0,0,65.41,False,True
cash_cover_months,short_2017_onward,2023,fiscal_plus_fire,debt_service_cover__prior,17,3,7.295,False,True
cash_cover_months,short_2017_onward,2023,fiscal_plus_fire,maintenance_ratio_pct__prior,2,1,100.0,False,True
cash_cover_months,short_2017_onward,2023,fiscal_plus_fire,population__prior,0,0,23399.0,False,True
cash_cover_months,short_2017_onward,2023,fiscal_plus_fire,road_km__prior,0,0,1170.5100000000002,False,True
cash_cover_months,short_2017_onward,2023,fiscal_plus_fire,fesm_burned_ha__event,0,0,0.0,False,True
cash_cover_months,short_2017_onward,2023,fiscal_plus_disaster,operating_ratio_pct__prior,0,0,2.61,False,True
cash_cover_months,short_2017_onward,2023,fiscal_plus_disaster,cash_cover_months__prior,0,0,11.61,False,True
cash_cover_months,short_2017_onward,2023,fiscal_plus_disaster,current_ratio__prior,0,0,3.39,False,True
cash_cover_months,short_2017_onward,2023,fiscal_plus_disaster,own_source_pct__prior,0,0,65.41,False,True
cash_cover_months,short_2017_onward,2023,fiscal_plus_disaster,debt_service_cover__prior,17,3,7.295,False,True
cash_cover_months,short_2017_onward,2023,fiscal_plus_disaster,maintenance_ratio_pct__prior,2,1,100.0,False,True
cash_cover_months,short_2017_onward,2023,fiscal_plus_disaster,population__prior,0,0,23399.0,False,True
cash_cover_months,short_2017_onward,2023,fiscal_plus_disaster,road_km__prior,0,0,1170.5100000000002,False,True
cash_cover_months,short_2017_onward,2023,fiscal_plus_disaster,fesm_burned_ha__event,0,0,0.0,False,True
maintenance_ratio_pct,long,2016,fiscal_only,operating_ratio_pct__prior,0,0,-4.04,False,True
maintenance_ratio_pct,long,2016,fiscal_only,cash_cover_months__prior,100,0,,True,True
maintenance_ratio_pct,long,2016,fiscal_only,current_ratio__prior,0,0,3.12705,False,True
maintenance_ratio_pct,long,2016,fiscal_only,own_source_pct__prior,0,0,59.315,False,True
maintenance_ratio_pct,long,2016,fiscal_only,debt_service_cover__prior,7,6,5.7614,False,True
maintenance_ratio_pct,long,2016,fiscal_only,maintenance_ratio_pct__prior,0,0,86.20593233642572,False,True
maintenance_ratio_pct,long,2016,fiscal_only,population__prior,0,0,21855.5,False,True
maintenance_ratio_pct,long,2016,fiscal_only,road_km__prior,100,102,,True,True
maintenance_ratio_pct,long,2016,fiscal_plus_fire,operating_ratio_pct__prior,0,0,-4.04,False,True
maintenance_ratio_pct,long,2016,fiscal_plus_fire,cash_cover_months__prior,100,0,,True,True
maintenance_ratio_pct,long,2016,fiscal_plus_fire,current_ratio__prior,0,0,3.12705,False,True
maintenance_ratio_pct,long,2016,fiscal_plus_fire,own_source_pct__prior,0,0,59.315,False,True
maintenance_ratio_pct,long,2016,fiscal_plus_fire,debt_service_cover__prior,7,6,5.7614,False,True
maintenance_ratio_pct,long,2016,fiscal_plus_fire,maintenance_ratio_pct__prior,0,0,86.20593233642572,False,True
maintenance_ratio_pct,long,2016,fiscal_plus_fire,population__prior,0,0,21855.5,False,True
maintenance_ratio_pct,long,2016,fiscal_plus_fire,road_km__prior,100,102,,True,True
maintenance_ratio_pct,long,2016,fiscal_plus_fire,fesm_burned_ha__event,0,0,0.0,False,True
maintenance_ratio_pct,long,2016,fiscal_plus_disaster,operating_ratio_pct__prior,0,0,-4.04,False,True
