target,history,test_year,model,augmented,reference,n,MAE_improvement,RMSE_improvement,R2_improvement
cash_cover_months,long,2023,ridge,fiscal_plus_disaster,fiscal_plus_fire,103,-0.0038352838221444863,0.010055315194703596,0.0018139971222577156
cash_cover_months,long,2023,tree,fiscal_plus_fire,fiscal_only,103,0.0,-8.881784197001252e-16,-1.1102230246251565e-16
cash_cover_months,long,2023,tree,fiscal_plus_disaster,fiscal_only,103,-8.881784197001252e-16,-8.881784197001252e-16,-1.1102230246251565e-16
cash_cover_months,long,2023,tree,fiscal_plus_disaster,fiscal_plus_fire,103,-8.881784197001252e-16,0.0,0.0
cash_cover_months,short_2017_onward,2021,ridge,fiscal_plus_fire,fiscal_only,103,0.041304165166337725,0.10894810739395311,0.022883801438256746
cash_cover_months,short_2017_onward,2021,ridge,fiscal_plus_disaster,fiscal_only,103,0.04749282039717784,0.0937929759398175,0.019723649288858836
cash_cover_months,short_2017_onward,2021,ridge,fiscal_plus_disaster,fiscal_plus_fire,103,0.006188655230840112,-0.015155131454135606,-0.00316015214939791
cash_cover_months,short_2017_onward,2021,tree,fiscal_plus_fire,fiscal_only,103,8.881784197001252e-16,0.0,0.0
cash_cover_months,short_2017_onward,2021,tree,fiscal_plus_disaster,fiscal_only,103,8.881784197001252e-16,0.0,0.0
cash_cover_months,short_2017_onward,2021,tree,fiscal_plus_disaster,fiscal_plus_fire,103,0.0,0.0,0.0
cash_cover_months,short_2017_onward,2022,ridge,fiscal_plus_fire,fiscal_only,101,0.01713294499465423,0.030876542277357366,0.006327299577919998
cash_cover_months,short_2017_onward,2022,ridge,fiscal_plus_disaster,fiscal_only,101,0.03589327230371131,0.0516753783919075,0.010569711386103742
cash_cover_months,short_2017_onward,2022,ridge,fiscal_plus_disaster,fiscal_plus_fire,101,0.01876032730905708,0.020798836114550134,0.004242411808183744
cash_cover_months,short_2017_onward,2022,tree,fiscal_plus_fire,fiscal_only,101,0.0,-8.881784197001252e-16,0.0
cash_cover_months,short_2017_onward,2022,tree,fiscal_plus_disaster,fiscal_only,101,0.0,0.0,0.0
cash_cover_months,short_2017_onward,2022,tree,fiscal_plus_disaster,fiscal_plus_fire,101,0.0,8.881784197001252e-16,0.0
cash_cover_months,short_2017_onward,2023,ridge,fiscal_plus_fire,fiscal_only,103,-0.013634849462583531,-0.0017180215840664204,-0.0003104158846249927
