target,history,test_year,spec,feature,ridge_alpha,tuning_mode,coefficient_per_training_sd,training_mean,training_sd
operating_ratio_pct,long,2016,fiscal_only,operating_ratio_pct__prior,10.0,fixed_no_inner_forward_fold,3.6478682108336447,-5.474803921568627,10.834744016483716
operating_ratio_pct,long,2016,fiscal_only,current_ratio__prior,10.0,fixed_no_inner_forward_fold,-0.691897024446151,3.7267098039215685,2.07375605342566
operating_ratio_pct,long,2016,fiscal_only,own_source_pct__prior,10.0,fixed_no_inner_forward_fold,1.0005137043193322,58.00235294117646,12.411160393243053
operating_ratio_pct,long,2016,fiscal_only,debt_service_cover__prior,10.0,fixed_no_inner_forward_fold,0.3301156938868357,16.485524509803923,43.989897935326894
operating_ratio_pct,long,2016,fiscal_only,maintenance_ratio_pct__prior,10.0,fixed_no_inner_forward_fold,0.491992078438664,88.74445164279713,28.90287488050315
operating_ratio_pct,long,2016,fiscal_only,population__prior,10.0,fixed_no_inner_forward_fold,-0.13718036998460226,47422.98039215686,59811.35855451597
operating_ratio_pct,long,2016,fiscal_only,operating_ratio_pct__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2016,fiscal_only,cash_cover_months__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,1.0,1.0
operating_ratio_pct,long,2016,fiscal_only,current_ratio__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2016,fiscal_only,own_source_pct__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2016,fiscal_only,debt_service_cover__prior__missing,10.0,fixed_no_inner_forward_fold,-0.3698495287652542,0.06862745098039216,0.25281954820054175
operating_ratio_pct,long,2016,fiscal_only,maintenance_ratio_pct__prior__missing,10.0,fixed_no_inner_forward_fold,0.43597358979762346,0.0196078431372549,0.13864838846795047
operating_ratio_pct,long,2016,fiscal_only,population__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2016,fiscal_only,road_km__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,1.0,1.0
operating_ratio_pct,long,2016,fiscal_plus_fire,operating_ratio_pct__prior,10.0,fixed_no_inner_forward_fold,3.623598003589751,-5.474803921568627,10.834744016483716
operating_ratio_pct,long,2016,fiscal_plus_fire,current_ratio__prior,10.0,fixed_no_inner_forward_fold,-0.6995108350604171,3.7267098039215685,2.07375605342566
operating_ratio_pct,long,2016,fiscal_plus_fire,own_source_pct__prior,10.0,fixed_no_inner_forward_fold,1.0135917913207375,58.00235294117646,12.411160393243053
operating_ratio_pct,long,2016,fiscal_plus_fire,debt_service_cover__prior,10.0,fixed_no_inner_forward_fold,0.29244978965421203,16.485524509803923,43.989897935326894
operating_ratio_pct,long,2016,fiscal_plus_fire,maintenance_ratio_pct__prior,10.0,fixed_no_inner_forward_fold,0.39525845849143143,88.74445164279713,28.90287488050315
operating_ratio_pct,long,2016,fiscal_plus_fire,population__prior,10.0,fixed_no_inner_forward_fold,-0.1615930825734772,47422.98039215686,59811.35855451597
operating_ratio_pct,long,2016,fiscal_plus_fire,fesm_burned_ha__event,10.0,fixed_no_inner_forward_fold,-0.8563717074825057,3303.583790611898,11278.573180576597
operating_ratio_pct,long,2016,fiscal_plus_fire,operating_ratio_pct__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2016,fiscal_plus_fire,cash_cover_months__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,1.0,1.0
operating_ratio_pct,long,2016,fiscal_plus_fire,current_ratio__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2016,fiscal_plus_fire,own_source_pct__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2016,fiscal_plus_fire,debt_service_cover__prior__missing,10.0,fixed_no_inner_forward_fold,-0.40909316286752756,0.06862745098039216,0.25281954820054175
operating_ratio_pct,long,2016,fiscal_plus_fire,maintenance_ratio_pct__prior__missing,10.0,fixed_no_inner_forward_fold,0.4266555255278453,0.0196078431372549,0.13864838846795047
operating_ratio_pct,long,2016,fiscal_plus_fire,population__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2016,fiscal_plus_fire,road_km__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,1.0,1.0
operating_ratio_pct,long,2016,fiscal_plus_fire,fesm_burned_ha__event__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2016,fiscal_plus_disaster,operating_ratio_pct__prior,10.0,fixed_no_inner_forward_fold,3.7653273903022484,-5.474803921568629,10.834744016483716
operating_ratio_pct,long,2016,fiscal_plus_disaster,current_ratio__prior,10.0,fixed_no_inner_forward_fold,-0.8042094813013955,3.7267098039215667,2.07375605342566
operating_ratio_pct,long,2016,fiscal_plus_disaster,own_source_pct__prior,10.0,fixed_no_inner_forward_fold,0.84867428776614,58.00235294117646,12.411160393243053
operating_ratio_pct,long,2016,fiscal_plus_disaster,debt_service_cover__prior,10.0,fixed_no_inner_forward_fold,0.21385944775827112,16.485524509803916,43.98989793532688
operating_ratio_pct,long,2016,fiscal_plus_disaster,maintenance_ratio_pct__prior,10.0,fixed_no_inner_forward_fold,0.22188515383359889,88.74445164279713,28.90287488050315
operating_ratio_pct,long,2016,fiscal_plus_disaster,population__prior,10.0,fixed_no_inner_forward_fold,0.09340263241616908,47422.98039215686,59811.35855451596
operating_ratio_pct,long,2016,fiscal_plus_disaster,fesm_burned_ha__event,10.0,fixed_no_inner_forward_fold,-0.39385330826657694,3303.5837906118986,11278.57318057659
operating_ratio_pct,long,2016,fiscal_plus_disaster,operating_ratio_pct__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2016,fiscal_plus_disaster,cash_cover_months__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,1.0,1.0
operating_ratio_pct,long,2016,fiscal_plus_disaster,current_ratio__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2016,fiscal_plus_disaster,own_source_pct__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2016,fiscal_plus_disaster,debt_service_cover__prior__missing,10.0,fixed_no_inner_forward_fold,-0.534421282920125,0.06862745098039216,0.25281954820054175
operating_ratio_pct,long,2016,fiscal_plus_disaster,maintenance_ratio_pct__prior__missing,10.0,fixed_no_inner_forward_fold,0.669847828014118,0.0196078431372549,0.13864838846795044
operating_ratio_pct,long,2016,fiscal_plus_disaster,population__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2016,fiscal_plus_disaster,road_km__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,1.0,1.0
operating_ratio_pct,long,2016,fiscal_plus_disaster,fesm_burned_ha__event__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2016,fiscal_plus_disaster,bushfire_declared__event__listed,10.0,fixed_no_inner_forward_fold,-0.6430434266117261,0.3137254901960784,0.4640062574980092
operating_ratio_pct,long,2016,fiscal_plus_disaster,bushfire_declared__event__no_listed,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2016,fiscal_plus_disaster,bushfire_declared__event__unknown,10.0,fixed_no_inner_forward_fold,0.6430434266117258,0.6862745098039216,0.4640062574980092
operating_ratio_pct,long,2016,fiscal_plus_disaster,flood_declared__event__listed,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2016,fiscal_plus_disaster,flood_declared__event__no_listed,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2016,fiscal_plus_disaster,flood_declared__event__unknown,10.0,fixed_no_inner_forward_fold,0.0,1.0,1.0
operating_ratio_pct,long,2017,fiscal_only,operating_ratio_pct__prior,10.0,fixed_no_inner_forward_fold,3.202730994256135,-7.306975609756097,11.78044367976385
operating_ratio_pct,long,2017,fiscal_only,cash_cover_months__prior,10.0,fixed_no_inner_forward_fold,0.8127285897000606,9.564687317073169,3.5086161721605373
operating_ratio_pct,long,2017,fiscal_only,current_ratio__prior,10.0,fixed_no_inner_forward_fold,-0.20710491307901543,3.579052682926829,2.0175969620620644
operating_ratio_pct,long,2017,fiscal_only,own_source_pct__prior,10.0,fixed_no_inner_forward_fold,-0.20269446568902086,64.00180487804877,13.438831546223843
operating_ratio_pct,long,2017,fiscal_only,debt_service_cover__prior,10.0,fixed_no_inner_forward_fold,0.4719889899128374,25.158206341463416,157.49883530387385
operating_ratio_pct,long,2017,fiscal_only,maintenance_ratio_pct__prior,10.0,fixed_no_inner_forward_fold,0.8678626347671357,91.00096872420104,25.399315156841666
operating_ratio_pct,long,2017,fiscal_only,population__prior,10.0,fixed_no_inner_forward_fold,-0.7402824474717811,47560.54146341464,60272.954534488956
operating_ratio_pct,long,2017,fiscal_only,operating_ratio_pct__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2017,fiscal_only,cash_cover_months__prior__missing,10.0,fixed_no_inner_forward_fold,-2.8198532144727175,0.4975609756097561,0.49999405112463463
operating_ratio_pct,long,2017,fiscal_only,current_ratio__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2017,fiscal_only,own_source_pct__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2017,fiscal_only,debt_service_cover__prior__missing,10.0,fixed_no_inner_forward_fold,-0.3917292515834156,0.06829268292682927,0.2522474824165443
operating_ratio_pct,long,2017,fiscal_only,maintenance_ratio_pct__prior__missing,10.0,fixed_no_inner_forward_fold,0.5085286670109258,0.00975609756097561,0.09828995941273114
operating_ratio_pct,long,2017,fiscal_only,population__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2017,fiscal_only,road_km__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,1.0,1.0
operating_ratio_pct,long,2017,fiscal_plus_fire,operating_ratio_pct__prior,10.0,fixed_no_inner_forward_fold,3.183679986725619,-7.306975609756097,11.78044367976385
operating_ratio_pct,long,2017,fiscal_plus_fire,cash_cover_months__prior,10.0,fixed_no_inner_forward_fold,0.8089407711110956,9.564687317073169,3.5086161721605373
operating_ratio_pct,long,2017,fiscal_plus_fire,current_ratio__prior,10.0,fixed_no_inner_forward_fold,-0.21031747823377514,3.579052682926829,2.0175969620620644
operating_ratio_pct,long,2017,fiscal_plus_fire,own_source_pct__prior,10.0,fixed_no_inner_forward_fold,-0.1993121974579863,64.00180487804877,13.438831546223843
operating_ratio_pct,long,2017,fiscal_plus_fire,debt_service_cover__prior,10.0,fixed_no_inner_forward_fold,0.46206546141089055,25.158206341463416,157.49883530387385
operating_ratio_pct,long,2017,fiscal_plus_fire,maintenance_ratio_pct__prior,10.0,fixed_no_inner_forward_fold,0.7993429787994653,91.00096872420104,25.399315156841666
operating_ratio_pct,long,2017,fiscal_plus_fire,population__prior,10.0,fixed_no_inner_forward_fold,-0.7545359127266392,47560.54146341464,60272.954534488956
operating_ratio_pct,long,2017,fiscal_plus_fire,fesm_burned_ha__event,10.0,fixed_no_inner_forward_fold,-0.6129234503737013,1927.281363606419,8212.385925264174
operating_ratio_pct,long,2017,fiscal_plus_fire,operating_ratio_pct__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2017,fiscal_plus_fire,cash_cover_months__prior__missing,10.0,fixed_no_inner_forward_fold,-2.723930907669479,0.4975609756097561,0.49999405112463463
operating_ratio_pct,long,2017,fiscal_plus_fire,current_ratio__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2017,fiscal_plus_fire,own_source_pct__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2017,fiscal_plus_fire,debt_service_cover__prior__missing,10.0,fixed_no_inner_forward_fold,-0.41366873902169005,0.06829268292682927,0.2522474824165443
operating_ratio_pct,long,2017,fiscal_plus_fire,maintenance_ratio_pct__prior__missing,10.0,fixed_no_inner_forward_fold,0.5065458076776798,0.00975609756097561,0.09828995941273114
operating_ratio_pct,long,2017,fiscal_plus_fire,population__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2017,fiscal_plus_fire,road_km__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,1.0,1.0
operating_ratio_pct,long,2017,fiscal_plus_fire,fesm_burned_ha__event__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2017,fiscal_plus_disaster,operating_ratio_pct__prior,10.0,fixed_no_inner_forward_fold,3.2209005865054596,-7.306975609756098,11.780443679763854
operating_ratio_pct,long,2017,fiscal_plus_disaster,cash_cover_months__prior,10.0,fixed_no_inner_forward_fold,0.8081878172127938,9.564687317073146,3.508616172160539
operating_ratio_pct,long,2017,fiscal_plus_disaster,current_ratio__prior,10.0,fixed_no_inner_forward_fold,-0.21667808780645736,3.57905268292683,2.017596962062064
operating_ratio_pct,long,2017,fiscal_plus_disaster,own_source_pct__prior,10.0,fixed_no_inner_forward_fold,-0.07952239397033749,64.00180487804879,13.438831546223842
operating_ratio_pct,long,2017,fiscal_plus_disaster,debt_service_cover__prior,10.0,fixed_no_inner_forward_fold,0.3386523661402769,25.158206341463416,157.4988353038739
operating_ratio_pct,long,2017,fiscal_plus_disaster,maintenance_ratio_pct__prior,10.0,fixed_no_inner_forward_fold,0.6183044746975732,91.00096872420109,25.399315156841674
operating_ratio_pct,long,2017,fiscal_plus_disaster,population__prior,10.0,fixed_no_inner_forward_fold,-0.4464593915871773,47560.54146341464,60272.95453448897
operating_ratio_pct,long,2017,fiscal_plus_disaster,fesm_burned_ha__event,10.0,fixed_no_inner_forward_fold,-0.24265038362039737,1927.2813636064195,8212.385925264161
operating_ratio_pct,long,2017,fiscal_plus_disaster,operating_ratio_pct__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2017,fiscal_plus_disaster,cash_cover_months__prior__missing,10.0,fixed_no_inner_forward_fold,-3.2089164349970773,0.4975609756097561,0.4999940511246347
operating_ratio_pct,long,2017,fiscal_plus_disaster,current_ratio__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2017,fiscal_plus_disaster,own_source_pct__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2017,fiscal_plus_disaster,debt_service_cover__prior__missing,10.0,fixed_no_inner_forward_fold,-0.4121521953756444,0.06829268292682927,0.25224748241654443
operating_ratio_pct,long,2017,fiscal_plus_disaster,maintenance_ratio_pct__prior__missing,10.0,fixed_no_inner_forward_fold,0.6391537059660003,0.00975609756097561,0.09828995941273118
operating_ratio_pct,long,2017,fiscal_plus_disaster,population__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2017,fiscal_plus_disaster,road_km__prior__missing,10.0,fixed_no_inner_forward_fold,0.0,1.0,1.0
operating_ratio_pct,long,2017,fiscal_plus_disaster,fesm_burned_ha__event__missing,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2017,fiscal_plus_disaster,bushfire_declared__event__listed,10.0,fixed_no_inner_forward_fold,-0.44931913273140706,0.17073170731707318,0.37627435659857317
operating_ratio_pct,long,2017,fiscal_plus_disaster,bushfire_declared__event__no_listed,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2017,fiscal_plus_disaster,bushfire_declared__event__unknown,10.0,fixed_no_inner_forward_fold,0.4493191327314045,0.8292682926829268,0.37627435659857317
operating_ratio_pct,long,2017,fiscal_plus_disaster,flood_declared__event__listed,10.0,fixed_no_inner_forward_fold,-1.0108696317068675,0.13658536585365855,0.3434090908643524
operating_ratio_pct,long,2017,fiscal_plus_disaster,flood_declared__event__no_listed,10.0,fixed_no_inner_forward_fold,0.0,0.0,1.0
operating_ratio_pct,long,2017,fiscal_plus_disaster,flood_declared__event__unknown,10.0,fixed_no_inner_forward_fold,1.010869631706865,0.8634146341463415,0.3434090908643524
operating_ratio_pct,long,2018,fiscal_only,operating_ratio_pct__prior,0.1,inner_forward_equal_year_MAE,4.010101882858056,-5.029413680781758,11.190028089618801
operating_ratio_pct,long,2018,fiscal_only,cash_cover_months__prior,0.1,inner_forward_equal_year_MAE,0.6145838150396349,10.339402605863192,4.053555194892357
operating_ratio_pct,long,2018,fiscal_only,current_ratio__prior,0.1,inner_forward_equal_year_MAE,0.29250604939956854,3.6062583061889253,1.9827171259787033
operating_ratio_pct,long,2018,fiscal_only,own_source_pct__prior,0.1,inner_forward_equal_year_MAE,-1.131601874494704,64.92179153094462,13.20238164708314
operating_ratio_pct,long,2018,fiscal_only,debt_service_cover__prior,0.1,inner_forward_equal_year_MAE,0.016262957309240593,35.56112866449512,264.3321390073226
operating_ratio_pct,long,2018,fiscal_only,maintenance_ratio_pct__prior,0.1,inner_forward_equal_year_MAE,0.9513193522533637,94.58100507222521,27.689983256689015
operating_ratio_pct,long,2018,fiscal_only,population__prior,0.1,inner_forward_equal_year_MAE,-1.038929662882795,47976.71335504886,60822.74731925391
operating_ratio_pct,long,2018,fiscal_only,operating_ratio_pct__prior__missing,0.1,inner_forward_equal_year_MAE,0.0,0.0,1.0
operating_ratio_pct,long,2018,fiscal_only,cash_cover_months__prior__missing,0.1,inner_forward_equal_year_MAE,-3.7315400809776578,0.3322475570032573,0.4710192330134987
operating_ratio_pct,long,2018,fiscal_only,current_ratio__prior__missing,0.1,inner_forward_equal_year_MAE,0.0,0.0,1.0
operating_ratio_pct,long,2018,fiscal_only,own_source_pct__prior__missing,0.1,inner_forward_equal_year_MAE,0.0,0.0,1.0
operating_ratio_pct,long,2018,fiscal_only,debt_service_cover__prior__missing,0.1,inner_forward_equal_year_MAE,-0.5297196116796604,0.06514657980456026,0.24678432475408224
operating_ratio_pct,long,2018,fiscal_only,maintenance_ratio_pct__prior__missing,0.1,inner_forward_equal_year_MAE,0.5579177614955023,0.006514657980456026,0.08045009143471313
operating_ratio_pct,long,2018,fiscal_only,population__prior__missing,0.1,inner_forward_equal_year_MAE,0.0,0.0,1.0
operating_ratio_pct,long,2018,fiscal_only,road_km__prior__missing,0.1,inner_forward_equal_year_MAE,0.0,1.0,1.0
operating_ratio_pct,long,2018,fiscal_plus_fire,operating_ratio_pct__prior,0.1,inner_forward_equal_year_MAE,3.990255356512064,-5.029413680781758,11.190028089618801
operating_ratio_pct,long,2018,fiscal_plus_fire,cash_cover_months__prior,0.1,inner_forward_equal_year_MAE,0.6128609396278224,10.339402605863192,4.053555194892357
operating_ratio_pct,long,2018,fiscal_plus_fire,current_ratio__prior,0.1,inner_forward_equal_year_MAE,0.2878193200760783,3.6062583061889253,1.9827171259787033
operating_ratio_pct,long,2018,fiscal_plus_fire,own_source_pct__prior,0.1,inner_forward_equal_year_MAE,-1.1298119014818528,64.92179153094462,13.20238164708314
operating_ratio_pct,long,2018,fiscal_plus_fire,debt_service_cover__prior,0.1,inner_forward_equal_year_MAE,0.025065705674959145,35.56112866449512,264.3321390073226
operating_ratio_pct,long,2018,fiscal_plus_fire,maintenance_ratio_pct__prior,0.1,inner_forward_equal_year_MAE,0.9046984676113009,94.58100507222521,27.689983256689015
operating_ratio_pct,long,2018,fiscal_plus_fire,population__prior,0.1,inner_forward_equal_year_MAE,-1.048844959830629,47976.71335504886,60822.74731925391
operating_ratio_pct,long,2018,fiscal_plus_fire,fesm_burned_ha__event,0.1,inner_forward_equal_year_MAE,-0.54296419484428,1412.2687330672045,6796.9448583101575
operating_ratio_pct,long,2018,fiscal_plus_fire,operating_ratio_pct__prior__missing,0.1,inner_forward_equal_year_MAE,0.0,0.0,1.0
operating_ratio_pct,long,2018,fiscal_plus_fire,cash_cover_months__prior__missing,0.1,inner_forward_equal_year_MAE,-3.6306846371079624,0.3322475570032573,0.4710192330134987
operating_ratio_pct,long,2018,fiscal_plus_fire,current_ratio__prior__missing,0.1,inner_forward_equal_year_MAE,0.0,0.0,1.0
operating_ratio_pct,long,2018,fiscal_plus_fire,own_source_pct__prior__missing,0.1,inner_forward_equal_year_MAE,0.0,0.0,1.0
operating_ratio_pct,long,2018,fiscal_plus_fire,debt_service_cover__prior__missing,0.1,inner_forward_equal_year_MAE,-0.5494127603217541,0.06514657980456026,0.24678432475408224
operating_ratio_pct,long,2018,fiscal_plus_fire,maintenance_ratio_pct__prior__missing,0.1,inner_forward_equal_year_MAE,0.5557803709307959,0.006514657980456026,0.08045009143471313
operating_ratio_pct,long,2018,fiscal_plus_fire,population__prior__missing,0.1,inner_forward_equal_year_MAE,0.0,0.0,1.0
operating_ratio_pct,long,2018,fiscal_plus_fire,road_km__prior__missing,0.1,inner_forward_equal_year_MAE,0.0,1.0,1.0
operating_ratio_pct,long,2018,fiscal_plus_fire,fesm_burned_ha__event__missing,0.1,inner_forward_equal_year_MAE,0.0,0.0,1.0
operating_ratio_pct,long,2018,fiscal_plus_disaster,operating_ratio_pct__prior,0.1,inner_forward_equal_year_MAE,4.022844271547562,-5.029413680781757,11.190028089618801
operating_ratio_pct,long,2018,fiscal_plus_disaster,cash_cover_months__prior,0.1,inner_forward_equal_year_MAE,0.6699685334652957,10.339402605863212,4.053555194892352
operating_ratio_pct,long,2018,fiscal_plus_disaster,current_ratio__prior,0.1,inner_forward_equal_year_MAE,0.27230027724519257,3.6062583061889253,1.9827171259787033
operating_ratio_pct,long,2018,fiscal_plus_disaster,own_source_pct__prior,0.1,inner_forward_equal_year_MAE,-1.1115270743589765,64.92179153094466,13.20238164708314
operating_ratio_pct,long,2018,fiscal_plus_disaster,debt_service_cover__prior,0.1,inner_forward_equal_year_MAE,-0.014333456730232947,35.56112866449512,264.3321390073229
operating_ratio_pct,long,2018,fiscal_plus_disaster,maintenance_ratio_pct__prior,0.1,inner_forward_equal_year_MAE,0.8380996751749332,94.58100507222528,27.689983256689008
operating_ratio_pct,long,2018,fiscal_plus_disaster,population__prior,0.1,inner_forward_equal_year_MAE,-0.53010565765721,47976.71335504886,60822.747319253904
operating_ratio_pct,long,2018,fiscal_plus_disaster,fesm_burned_ha__event,0.1,inner_forward_equal_year_MAE,-0.18116150686441176,1412.2687330672054,6796.9448583101685
operating_ratio_pct,long,2018,fiscal_plus_disaster,operating_ratio_pct__prior__missing,0.1,inner_forward_equal_year_MAE,0.0,0.0,1.0
operating_ratio_pct,long,2018,fiscal_plus_disaster,cash_cover_months__prior__missing,0.1,inner_forward_equal_year_MAE,-3.9029750483086665,0.3322475570032573,0.47101923301349846
operating_ratio_pct,long,2018,fiscal_plus_disaster,current_ratio__prior__missing,0.1,inner_forward_equal_year_MAE,0.0,0.0,1.0
operating_ratio_pct,long,2018,fiscal_plus_disaster,own_source_pct__prior__missing,0.1,inner_forward_equal_year_MAE,0.0,0.0,1.0
operating_ratio_pct,long,2018,fiscal_plus_disaster,debt_service_cover__prior__missing,0.1,inner_forward_equal_year_MAE,-0.6233582751412565,0.06514657980456026,0.2467843247540821
operating_ratio_pct,long,2018,fiscal_plus_disaster,maintenance_ratio_pct__prior__missing,0.1,inner_forward_equal_year_MAE,0.6959756114411431,0.006514657980456026,0.0804500914347131
operating_ratio_pct,long,2018,fiscal_plus_disaster,population__prior__missing,0.1,inner_forward_equal_year_MAE,0.0,0.0,1.0
operating_ratio_pct,long,2018,fiscal_plus_disaster,road_km__prior__missing,0.1,inner_forward_equal_year_MAE,0.0,1.0,1.0
operating_ratio_pct,long,2018,fiscal_plus_disaster,fesm_burned_ha__event__missing,0.1,inner_forward_equal_year_MAE,0.0,0.0,1.0
operating_ratio_pct,long,2018,fiscal_plus_disaster,bushfire_declared__event__listed,0.1,inner_forward_equal_year_MAE,-0.45660426177930463,0.1237785016286645,0.3293286871246216
operating_ratio_pct,long,2018,fiscal_plus_disaster,bushfire_declared__event__no_listed,0.1,inner_forward_equal_year_MAE,0.0,0.0,1.0
operating_ratio_pct,long,2018,fiscal_plus_disaster,bushfire_declared__event__unknown,0.1,inner_forward_equal_year_MAE,0.4566042617784672,0.8762214983713354,0.3293286871246216
operating_ratio_pct,long,2018,fiscal_plus_disaster,flood_declared__event__listed,0.1,inner_forward_equal_year_MAE,-0.7382062001404668,0.2247557003257329,0.417421340490425
operating_ratio_pct,long,2018,fiscal_plus_disaster,flood_declared__event__no_listed,0.1,inner_forward_equal_year_MAE,0.0,0.0,1.0
operating_ratio_pct,long,2018,fiscal_plus_disaster,flood_declared__event__unknown,0.1,inner_forward_equal_year_MAE,0.7382062001405257,0.7752442996742671,0.417421340490425
operating_ratio_pct,long,2019,fiscal_only,operating_ratio_pct__prior,100.0,inner_forward_equal_year_MAE,2.422323671296315,-2.627970660146699,11.240652168044049
operating_ratio_pct,long,2019,fiscal_only,cash_cover_months__prior,100.0,inner_forward_equal_year_MAE,0.7381775748633094,10.59858435207824,4.442603351859767
operating_ratio_pct,long,2019,fiscal_only,current_ratio__prior,100.0,inner_forward_equal_year_MAE,0.010696268531667066,3.699489731051345,2.040562322719373
operating_ratio_pct,long,2019,fiscal_only,own_source_pct__prior,100.0,inner_forward_equal_year_MAE,0.18316341387245247,64.76745721271394,13.265289647295809
operating_ratio_pct,long,2019,fiscal_only,debt_service_cover__prior,100.0,inner_forward_equal_year_MAE,0.052477821134295916,45.47813447432763,346.0712214991227
operating_ratio_pct,long,2019,fiscal_only,maintenance_ratio_pct__prior,100.0,inner_forward_equal_year_MAE,1.1170253775423555,97.20278989691606,32.067283532518
operating_ratio_pct,long,2019,fiscal_only,population__prior,100.0,inner_forward_equal_year_MAE,-0.6743485971552013,48174.9119804401,61384.306390347345
operating_ratio_pct,long,2019,fiscal_only,operating_ratio_pct__prior__missing,100.0,inner_forward_equal_year_MAE,0.0,0.0,1.0
operating_ratio_pct,long,2019,fiscal_only,cash_cover_months__prior__missing,100.0,inner_forward_equal_year_MAE,-1.69790463790707,0.24938875305623473,0.4326592226051481
operating_ratio_pct,long,2019,fiscal_only,current_ratio__prior__missing,100.0,inner_forward_equal_year_MAE,0.0,0.0,1.0
operating_ratio_pct,long,2019,fiscal_only,own_source_pct__prior__missing,100.0,inner_forward_equal_year_MAE,0.0,0.0,1.0
operating_ratio_pct,long,2019,fiscal_only,debt_service_cover__prior__missing,100.0,inner_forward_equal_year_MAE,-0.35057079126274365,0.061124694376528114,0.23955889904969954
operating_ratio_pct,long,2019,fiscal_only,maintenance_ratio_pct__prior__missing,100.0,inner_forward_equal_year_MAE,0.22323015253177705,0.007334963325183374,0.08532972306413275
operating_ratio_pct,long,2019,fiscal_only,population__prior__missing,100.0,inner_forward_equal_year_MAE,0.0,0.0,1.0
operating_ratio_pct,long,2019,fiscal_only,road_km__prior__missing,100.0,inner_forward_equal_year_MAE,0.0,1.0,1.0
operating_ratio_pct,long,2019,fiscal_plus_fire,operating_ratio_pct__prior,10.0,inner_forward_equal_year_MAE,2.906987741381515,-2.627970660146699,11.240652168044049
operating_ratio_pct,long,2019,fiscal_plus_fire,cash_cover_months__prior,10.0,inner_forward_equal_year_MAE,0.7656994055743305,10.59858435207824,4.442603351859767
operating_ratio_pct,long,2019,fiscal_plus_fire,current_ratio__prior,10.0,inner_forward_equal_year_MAE,-0.15209435320910467,3.699489731051345,2.040562322719373
