file,sha256,bytes
sources/lismore_oc_09082022_min.txt,72fbd62614a4629c076f9a613dca67e88a03a7c458903d8faaf116eceb32a17b,837
sources/lismore_oc_09082022_min_links.json,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2
sources/lismore_oc_10052022_agn_at.html,64b0077276ad99f29bd7850b21ae57801083dc2ee76498f50616f1f27fad3670,1570
sources/lismore_oc_10052022_agn_at.txt,72fbd62614a4629c076f9a613dca67e88a03a7c458903d8faaf116eceb32a17b,837
sources/lismore_oc_10052022_agn_at_direct.pdf,c8e66e5034ca316c049ccf6be2775b4bf7d785864c2f0a0f103095b43b5de133,8388839
sources/lismore_oc_10052022_agn_at_direct.txt,14ec97170668bb5ce9c1acfe6a877fff7a88e17915625d6b4c85b86f4728730d,254686
sources/lismore_oc_10052022_agn_at_links.json,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2
sources/lismore_oc_10052022_att_excluded.pdf,e2307fdec6453ede02616c56770d7d97b852f918d1bd7dc6e748f50df74bcc0d,16174589
sources/lismore_oc_10052022_att_excluded.txt,a6c402543083bae3423d7b63e8e259cc0b0e230516a278073383eba2b9a51744,87583
sources/lismore_oc_10052022_att_excluded_direct.pdf,e2307fdec6453ede02616c56770d7d97b852f918d1bd7dc6e748f50df74bcc0d,16174589
sources/lismore_oc_10052022_att_excluded_direct.txt,a6c402543083bae3423d7b63e8e259cc0b0e230516a278073383eba2b9a51744,87583
sources/lismore_oc_10052022_att_excluded_direct_ocr_p146.txt,56c55e1a4c86ef8082b3a3a7d2c27dc5fc1fc9911c1bb81c15400da9b38bdac1,829
sources/lismore_oc_10052022_att_excluded_direct_ocr_p147.txt,b22ebd2b6243f370ce6b52a952d178eabe6014b3de4971e05dd18a4dfc86ff2e,2617
sources/lismore_oc_10052022_att_excluded_direct_ocr_p148.txt,f8b878d55f191fd0f2226d7f8e7d6748980eb6760314313e66d0cb06512b98bd,2670
sources/lismore_oc_10052022_att_excluded_direct_ocr_p149.txt,ad615282667c397e7195283710d5dfc926ac00481741389c5c1daedad0f859c3,2341
sources/lismore_oc_10052022_att_excluded_direct_ocr_p150.txt,c984fdd1f72c50c6f49eec38121019c7d70b8cc2302237cc63ca0162a5513ab6,1602
sources/lismore_oc_10052022_att_excluded_direct_ocr_p151.txt,00160fb456d7cb1b4d0ca5a6f6d6e33b24736ff7831a8a6b23531313535f8431,1692
sources/lismore_oc_10052022_att_excluded_direct_ocr_p152.txt,7986548aba41a39e8a436b1eb6efc4a47c9dc31088f817ce0750b9660f801119,1939
sources/lismore_oc_10052022_att_excluded_direct_ocr_p153.txt,f1ed91f0fbf88a405d48f32bae0d483cb71dfa82a221d65a611217a234b368f5,1589
sources/lismore_oc_10052022_att_excluded_direct_ocr_p154.txt,547ce50024ac5ab5069ab47451782f4cc48bd197589a99f53577a0123c4e9b9e,1878
sources/lismore_oc_10052022_att_excluded_direct_ocr_p155.txt,943b7ef06874db6e19458d5f3c4a27090df1ffce0e04d29e262dc21e0faf071e,2063
sources/lismore_oc_10052022_att_excluded_direct_ocr_p156.txt,455b5d416da447c6c52f82b0bef8c69a18ea1863b8144b18a13a3c12e7831212,1807
sources/lismore_oc_10052022_att_excluded_direct_ocr_p157.txt,4d09612e7383a63a101fd30eab0bbc20e5d4a1fb641c832293818ccd07fd4254,1909
sources/lismore_oc_10052022_att_excluded_direct_ocr_p158.txt,ef4c97d54d4d6b6442bfa7660e6aa406efb5d95b39bf7b91a2d090d7003e74d4,1674
sources/lismore_oc_10052022_att_excluded_direct_ocr_p159.txt,7de94d6c6f42a0f8226c3c6ded44beb094e40619c8f9a68080776aa1943adc20,1852
sources/lismore_oc_10052022_att_excluded_direct_ocr_p160.txt,4a1bdbcc6aac9baabc2b1412eb0cf8ab7266f2e2d7cea89279dd8015df20eead,1756
sources/lismore_oc_10052022_att_excluded_direct_ocr_p161.txt,c39d5da72fbef7a8f5c8d93fe1ff24c27d1e1ac6328010411aafc8c9d0763998,1987
sources/lismore_oc_10052022_att_excluded_direct_ocr_p162.txt,4eef4d13bbf24f98794f59997b5383863d37e9940092010bc3b569d7d102a6da,1570
sources/lismore_oc_10052022_att_excluded_direct_ocr_p163.txt,5e43fd72a897878dec5cc4c069c0ae5fb2abd70109e6be6c8b2ef0a34354f1aa,937
sources/lismore_oc_10052022_att_excluded_direct_ocr_p164.txt,516bbde11af958823cb3147114f4a62af0a7fc91c6a1b3eec6c0480b93c152cc,2967
sources/lismore_oc_10052022_att_excluded_direct_ocr_p165.txt,7c509e76e25caf182ab5d836571cd13201b8d288ede29152c59f4ddd7ff647cd,1676
sources/lismore_oc_10052022_att_excluded_direct_ocr_p166.txt,a3eea2ad3fb17546ed10bcdc92358bbd3fd7a9a8b1599a42c8a5dde559ca07a0,1656
sources/lismore_oc_10052022_att_excluded_direct_ocr_p167.txt,61c0bc3cfe1334ca0836b013057077f180663b1f13dbd0816fb6191b88951a39,1770
